8.234101515790966914e+02,5.800000000000000000e+01
6.832257447359545495e+02,1.000000000000000000e+02
3.656421384064846620e+02,1.000000000000000000e+02
8.364576915471902794e+02,1.000000000000000000e+02
1.024897366980915649e+03,1.000000000000000000e+02
1.979425899142706555e+02,1.000000000000000000e+02
2.118746338854945748e+02,1.000000000000000000e+02
5.865255822725940789e+02,8.900000000000000000e+01
7.374075452271895301e+02,1.000000000000000000e+02
3.104691489628206114e+02,1.000000000000000000e+02
2.034609000667241219e+02,1.000000000000000000e+02
5.100824213438078800e+02,1.000000000000000000e+02
9.862944243796827095e+02,8.300000000000000000e+01
9.143549212789550893e+02,1.000000000000000000e+02
4.029522711946967206e+02,1.000000000000000000e+02
3.460877053794813492e+02,1.000000000000000000e+02
7.419985882349288886e+02,7.800000000000000000e+01
1.827707001751150813e+02,1.000000000000000000e+02
3.706463324588650607e+02,1.000000000000000000e+02
1.899213784211272582e+02,1.000000000000000000e+02
3.598131007036729443e+02,1.000000000000000000e+02
4.619157323064741263e+02,1.000000000000000000e+02
6.105630644258782240e+02,1.000000000000000000e+02
2.252672059189770835e+02,1.000000000000000000e+02
1.258962955602175811e+02,1.000000000000000000e+02
5.807007309158934731e+02,5.900000000000000000e+01
1.381935482281385816e+02,1.400000000000000000e+01
4.367334836244032772e+02,1.000000000000000000e+02
4.334535399924768058e+02,1.000000000000000000e+02
2.655146300420036596e+02,1.700000000000000000e+01
3.308396357459969295e+02,1.000000000000000000e+02
1.881677386039955877e+02,1.000000000000000000e+02
2.851210873914013746e+02,1.000000000000000000e+02
1.212888283497913164e+02,1.000000000000000000e+02
3.454324642393584668e+02,1.000000000000000000e+02
8.289784865369930458e+02,1.000000000000000000e+02
7.894439804983935574e+02,1.000000000000000000e+02
8.274258194723014412e+02,5.800000000000000000e+01
6.631457471403980435e+02,1.000000000000000000e+02
8.048023930100110590e+01,1.000000000000000000e+02
9.429742873285083533e+02,1.000000000000000000e+02
6.535468091536970405e+02,6.100000000000000000e+01
2.207119393782089958e+02,1.000000000000000000e+02
3.991704415898238949e+02,1.000000000000000000e+02
6.201501945372370983e+02,1.000000000000000000e+02
3.940917646510523014e+02,4.200000000000000000e+01
5.370234494433312875e+02,4.800000000000000000e+01
8.367211700290678209e+02,2.700000000000000000e+01
7.954082785187280251e+02,1.000000000000000000e+02
1.910498011066618744e+02,1.000000000000000000e+02
2.956314706923969879e+02,1.000000000000000000e+02
2.985997284031148524e+02,1.000000000000000000e+02
7.844205349470729516e+02,8.000000000000000000e+01
3.824557282668076823e+02,1.000000000000000000e+02
