6.030478768615480476e+02,1.000000000000000000e+02
3.501377923481572196e+01,9.200000000000000000e+01
8.523785062238307830e+01,1.400000000000000000e+01
5.850652923584169685e+02,7.100000000000000000e+01
2.997902225533429146e+02,1.000000000000000000e+02
4.031214888505530212e+02,1.000000000000000000e+02
7.963824197518711117e+02,9.600000000000000000e+01
2.854967555049655630e+02,1.000000000000000000e+02
5.918237235699983785e+02,1.000000000000000000e+02
6.154422609183533268e+02,1.000000000000000000e+02
2.703850975600582274e+02,1.000000000000000000e+02
5.259044326164704444e+02,1.000000000000000000e+02
7.880274664630453572e+02,1.000000000000000000e+02
3.471340807717961070e+02,1.000000000000000000e+02
3.006818965467298881e+02,1.000000000000000000e+02
2.629856802112383320e+02,1.000000000000000000e+02
5.600923901105787763e+02,1.000000000000000000e+02
1.990435972967143812e+02,1.000000000000000000e+02
3.711387816526527672e+02,5.000000000000000000e+01
2.107225396321340156e+02,1.000000000000000000e+02
6.070868802471076151e+02,1.000000000000000000e+02
6.720206565507771757e+02,1.000000000000000000e+02
6.212963668059022666e+02,1.000000000000000000e+02
2.840444099950398140e+02,1.000000000000000000e+02
7.235098334545072021e+02,5.200000000000000000e+01
6.407502157124827136e+02,1.000000000000000000e+02
3.238358669089663522e+02,2.600000000000000000e+01
1.087520557002158966e+03,3.700000000000000000e+01
6.517479656512548445e+02,1.000000000000000000e+02
1.293874469832243221e+02,5.700000000000000000e+01
3.693187165241476464e+02,1.000000000000000000e+02
5.822457484759962654e+02,1.000000000000000000e+02
3.394155319490586749e+02,1.000000000000000000e+02
9.442694102457164718e+01,1.000000000000000000e+02
1.880749085678377810e+02,1.000000000000000000e+02
9.990571190977818787e+02,1.000000000000000000e+02
4.444475577918898352e+02,5.400000000000000000e+01
3.459389454899261978e+02,4.800000000000000000e+01
6.216398935884089951e+02,1.000000000000000000e+02
5.439379813536705797e+02,1.000000000000000000e+02
7.669612435184893684e+02,1.000000000000000000e+02
5.600418727578444305e+02,1.000000000000000000e+02
5.541279109036570105e+01,1.000000000000000000e+02
2.288622560421834748e+02,1.000000000000000000e+02
4.696501937030492968e+02,3.700000000000000000e+01
5.289154176781016758e+02,1.000000000000000000e+02
1.263499615824432112e+03,1.000000000000000000e+02
4.016098179853319721e+02,1.000000000000000000e+02
3.028973622280910263e+02,5.200000000000000000e+01
2.480793924798560113e+02,6.900000000000000000e+01
1.013675668433366582e+03,1.000000000000000000e+02
4.680664364171608440e+02,1.000000000000000000e+02
3.414020507576744308e+02,6.900000000000000000e+01
4.066883087107950701e+02,4.800000000000000000e+01
3.294649234182183477e+02,1.000000000000000000e+02
8.465032366065031511e+02,4.500000000000000000e+01
1.924028732361824723e+02,1.000000000000000000e+02
3.985630642374654258e+02,1.000000000000000000e+02
6.017928310996666141e+00,7.000000000000000000e+00
5.164772819968586646e+02,4.900000000000000000e+01
4.217309512170242556e+02,4.000000000000000000e+01
3.203743858304829928e+02,8.800000000000000000e+01
3.779101572770979942e+02,5.200000000000000000e+01
1.042923258725598856e+02,1.000000000000000000e+02
7.195182873941001844e+02,1.000000000000000000e+02
3.544977490138452367e+02,6.700000000000000000e+01
1.289156776640586486e+02,1.000000000000000000e+02
5.049836741441099548e+02,1.000000000000000000e+02
7.619900039207401505e+02,1.000000000000000000e+02
3.006448942018633943e+02,1.900000000000000000e+01
5.667716893734767609e+02,1.000000000000000000e+02
7.355352212004082730e+02,1.000000000000000000e+02
1.399777047590517611e+02,1.000000000000000000e+02
7.327325614126974642e+02,7.200000000000000000e+01
2.590777985270858608e+02,1.000000000000000000e+02
8.190513275305971774e+02,1.000000000000000000e+02
1.969913824114165095e+02,1.000000000000000000e+02
1.526470874942992282e+02,5.000000000000000000e+01
1.457143124481958978e+02,1.000000000000000000e+02
4.843516129438722260e+02,1.000000000000000000e+02
2.040382730783923932e+02,3.900000000000000000e+01
8.955264905764540799e+02,5.700000000000000000e+01
3.099329454611888224e+01,8.000000000000000000e+00
1.477153890973668524e+02,1.000000000000000000e+02
5.262151095647475358e+02,1.000000000000000000e+02
5.306870132325544773e+02,1.000000000000000000e+02
5.475763401693277501e+02,1.000000000000000000e+02
3.916832291237574850e+02,7.400000000000000000e+01
1.846003990299623183e+02,8.200000000000000000e+01
5.598210311669261046e+02,1.000000000000000000e+02
3.983786344175831573e+02,1.000000000000000000e+02
4.323573483684397161e+02,2.600000000000000000e+01
7.896048120740674676e+02,7.300000000000000000e+01
7.586412391374026356e+02,5.500000000000000000e+01
6.269888669147126166e+02,1.000000000000000000e+02
2.094201981209141650e+02,1.000000000000000000e+02
7.353407563574460255e+02,1.000000000000000000e+02
1.327832024919323430e+02,7.500000000000000000e+01
1.119750615875476143e+02,1.000000000000000000e+02
3.557236579991917438e+02,1.000000000000000000e+02
1.833073013397522004e+02,1.000000000000000000e+02
3.551050407702786060e+02,1.000000000000000000e+02
5.192158534972679007e+01,1.000000000000000000e+02
1.046922371327110568e+03,5.200000000000000000e+01
6.824154896225801394e+02,4.000000000000000000e+01
6.183984033331387309e+02,1.000000000000000000e+02
5.687605547311426335e+02,1.000000000000000000e+02
1.700353676370669973e+02,1.000000000000000000e+02
2.835854208756045409e+02,1.000000000000000000e+02
6.648662612460691435e+02,1.000000000000000000e+02
4.282696848452172844e+02,6.400000000000000000e+01
7.864486547306614739e+02,1.000000000000000000e+02
1.644382017966276237e+02,1.000000000000000000e+02
8.195239866796355273e+02,1.000000000000000000e+02
1.336871704680473556e+02,1.000000000000000000e+02
1.286696583247257649e+03,3.300000000000000000e+01
8.537479413712873111e+02,1.000000000000000000e+02
2.155745339840017039e+02,1.000000000000000000e+02
5.120330825736996303e+02,1.000000000000000000e+02
2.633962669714827598e+02,1.000000000000000000e+02
6.021796822547430565e+02,1.000000000000000000e+02
3.036085283993237454e+02,1.000000000000000000e+02
6.385524011744437303e+02,1.000000000000000000e+02
4.939820380753121185e+02,1.000000000000000000e+02
9.022753150279250178e+01,5.000000000000000000e+00
1.401950860059419597e+02,8.400000000000000000e+01
3.922591236303441065e+02,1.000000000000000000e+02
6.890741203786543565e+02,5.700000000000000000e+01
4.874172771890658282e+02,1.000000000000000000e+02
