-2.047046390853517028e+00,-9.306000152908342482e-01,7.258645732375147190e+02,1.000000000000000000e+03
-2.248358703058286334e-01,9.595157133536642569e-01,5.709985620515305982e+02,9.000000000000000000e+01
-1.253565464562786946e+00,1.319975172347569448e-01,5.094348640842763984e+02,4.700000000000000000e+01
-3.025676833684614042e-01,8.478509032431751358e-01,5.312020738677622376e+02,9.600000000000000000e+01
2.413745796318509385e-01,1.995980070734522993e+00,1.063835887660219214e+03,1.000000000000000000e+03
3.257746770083489452e-01,1.643177688029304750e+00,7.348178615993933818e+02,9.600000000000000000e+01
-8.478748669907751889e-01,-5.484953695387198014e-01,4.123993890541626683e+02,1.000000000000000000e+03
1.141244844155114624e+00,-1.623880275081756253e+00,1.011117482856533684e+03,6.700000000000000000e+01
-1.148908500961050017e+00,2.800209875854124952e-01,5.054586931371832748e+02,1.000000000000000000e+03
1.025565137969909557e+00,-9.995014449401973256e-01,7.253985737125008200e+02,5.400000000000000000e+01
-2.396676124936651942e-01,-1.301651542156948116e+00,6.806341127841338903e+02,1.480000000000000000e+02
-1.886489221830410123e+00,-1.340625139009946842e+00,8.016646245438103051e+02,3.100000000000000000e+01
2.490263376708785614e-01,-1.505955235666746717e+00,8.223244590497396302e+02,1.080000000000000000e+02
1.303178708300833932e-02,8.861029968069171758e-01,5.027042416732535344e+02,1.000000000000000000e+02
-8.274275892923923514e-01,1.525642653651114511e+00,8.721472936909219698e+02,1.780000000000000000e+02
-1.439867754402837985e+00,4.723064595327861603e-01,6.413243232958484441e+02,7.000000000000000000e+01
-1.904508794964741014e-01,-1.946667876862331115e+00,9.800215998234978088e+02,1.090000000000000000e+02
8.703170394195680615e-02,-1.770171612042395370e+00,9.600674376060686654e+02,7.400000000000000000e+01
1.119017648363942463e+00,-1.511842920323254624e+00,9.277346795630993483e+02,6.500000000000000000e+01
8.610554707592350532e-01,-1.630664250629343393e-01,4.400595028527715726e+02,4.600000000000000000e+01
-1.004039475990830654e+00,-1.426601342226425650e+00,8.241357578675851983e+02,1.000000000000000000e+02
-2.811201595940622244e-01,-5.497086728553568502e-01,4.110890166280670428e+02,1.180000000000000000e+02
-1.061415820510426045e+00,-1.771298367589096978e+00,9.081456465495862176e+02,9.500000000000000000e+01
7.244941239203734895e-01,6.584751595795430568e-01,4.436376025001419521e+02,1.000000000000000000e+03
5.901625947778170733e-01,-1.850218437189002474e+00,9.563346657952295118e+02,7.000000000000000000e+01
-1.415488793712863291e+00,-1.573109013686941893e-01,4.617795680608692237e+02,3.300000000000000000e+01
1.317650090548290187e-01,8.137192713369998387e-01,5.206058842912073032e+02,3.260000000000000000e+02
3.123594098242485906e-01,1.916283503191495097e+00,1.057597939307941488e+03,2.230000000000000000e+02
