1.271385525548327511e+00,4.865511148516077355e-03,1.735850981973007947e+02,4.400000000000000000e+01
1.805094628431769266e+00,-6.535224780370378905e-01,5.720969620989247915e+02,5.800000000000000000e+01
-8.131962301483803834e-01,6.844816661697259441e-01,3.195815849243335833e+02,6.200000000000000000e+01
1.219817774349488460e+00,-7.678288722537667255e-01,3.772723393709265451e+02,8.500000000000000000e+01
1.910016422484899667e+00,1.053453969434517745e+00,5.564443888790626715e+02,4.300000000000000000e+01
-1.237352418748126626e+00,6.047585481398627394e-01,3.354816296237654569e+02,7.800000000000000000e+01
1.242928488557625499e+00,-1.826712868551279234e+00,8.916115923861088959e+02,1.000000000000000000e+03
-9.218396344823718280e-01,2.077040490800284633e+00,9.055792525121726158e+02,7.100000000000000000e+01
-1.179988758446944619e+00,-2.222921402690725134e-01,1.928365648871135534e+02,3.700000000000000000e+01
-1.571918813567007023e+00,1.617239727841828678e+00,8.999376173760589381e+02,4.900000000000000000e+01
-1.591969860013958238e+00,-1.712658066384662447e+00,5.695944466393319772e+02,4.000000000000000000e+01
1.250918058690749124e+00,-9.655508016630371948e-01,4.752177283910462506e+02,7.900000000000000000e+01
-1.635782580139483855e+00,-6.601698179536974465e-02,2.627638567490663490e+02,3.800000000000000000e+01
-5.474238751730546859e-01,-1.570960717329280998e+00,5.075565619085179492e+02,1.000000000000000000e+03
-1.304399268656597055e+00,6.861066184678543678e-01,3.206676155283432763e+02,8.700000000000000000e+01
4.942462449968680893e-01,7.086724407601621145e-01,1.927040133691169217e+02,1.080000000000000000e+02
2.350534932669834376e-02,1.824646144034276940e+00,7.318563179351206145e+02,1.030000000000000000e+02
6.454203571665684258e-01,-8.738848616195471486e-01,3.069473455401970909e+02,1.060000000000000000e+02
-1.970665449979361661e+00,1.923138683018800865e+00,1.176873546408324273e+03,5.700000000000000000e+01
-1.365949906257312829e+00,-1.622378152398342266e+00,5.915226307530754184e+02,1.030000000000000000e+02
1.967955096852325170e-02,-1.523797002258526767e+00,5.890146735901781767e+02,1.070000000000000000e+02
-1.189616451110371731e+00,-1.860986647322805165e+00,5.634977795840519548e+02,6.100000000000000000e+01
-1.561741656278217150e+00,1.370007475051604473e+00,7.332748385376104352e+02,7.500000000000000000e+01
7.314708092620585411e-01,1.493938917695014190e+00,4.472410565718853377e+02,1.370000000000000000e+02
-1.331792593910060329e+00,1.481848652068347150e+00,7.484148040807640427e+02,6.400000000000000000e+01
8.576720756938338575e-01,4.376021932406763959e-01,1.682865342584853749e+02,4.000000000000000000e+01
3.991795313034085524e-02,-1.276584156109353829e+00,4.455185980759946460e+02,1.090000000000000000e+02
-5.668978808354991905e-01,-2.033695660959956797e+00,8.790029122420780823e+02,1.000000000000000000e+03
2.020599260985702639e+00,-1.889862366014460004e+00,1.230812412662642146e+03,6.500000000000000000e+01
-1.467184572274158771e+00,-1.674268076380306169e+00,6.941176377496250325e+02,8.400000000000000000e+01
3.988784450655238345e-01,-1.768471501403465762e-01,1.079100709773490081e+02,5.800000000000000000e+01
-1.004891809720612761e+00,-1.314717717663390628e+00,4.967741532725752336e+02,9.800000000000000000e+01
1.115044643543427139e+00,2.053505171728116085e+00,8.470951723487510208e+02,8.800000000000000000e+01
-7.719536575629375452e-01,5.055064659323083021e-02,1.376954013867313051e+02,5.300000000000000000e+01
1.610008160387442988e+00,-5.863522128829732338e-01,3.758757897211002614e+02,8.000000000000000000e+01
-1.940900792850007051e+00,-1.038981783406889292e-01,5.542506816504890139e+02,4.900000000000000000e+01
1.308874393632319943e+00,-2.172932274859769031e-01,2.920429795855603743e+02,5.300000000000000000e+01
8.574465457896076614e-01,-1.402798775128632602e+00,5.800568568251482020e+02,7.500000000000000000e+01
-1.328749364910488229e+00,-2.096204315486491776e+00,9.960244405564943690e+02,1.000000000000000000e+03
-1.242907349941984485e+00,8.423768969383838012e-02,3.121709850722440365e+02,1.000000000000000000e+03
1.045271896908479548e+00,-1.195076772454708447e+00,5.222780142383271595e+02,1.000000000000000000e+03
-1.380061896009869837e+00,-1.626955103098241207e+00,4.986656904392739875e+02,5.600000000000000000e+01
-1.457462008261687370e-01,1.975459072914043990e+00,7.174483790010584698e+02,8.600000000000000000e+01
-1.522137459365305645e+00,9.214480888808451731e-01,5.214700994483202976e+02,7.700000000000000000e+01
-1.544395397196236086e+00,1.688003431918495778e+00,8.149674885156090340e+02,8.900000000000000000e+01
-1.324398631041565633e-01,2.409910795435079578e-01,8.756946753293648555e+01,1.120000000000000000e+02
2.783594273038501044e-01,1.636408888068123346e+00,6.310866738476357796e+02,1.660000000000000000e+02
-1.927731213686514566e+00,1.575526241631896696e+00,9.807787605011820915e+02,7.500000000000000000e+01
-1.986549247172555877e+00,-1.994277387465442253e+00,7.786028611413869385e+02,5.600000000000000000e+01
-1.542211861168656384e-01,1.510459411048765244e+00,4.871114742371835860e+02,9.500000000000000000e+01
1.737825338260774011e+00,1.506934549385796629e-02,3.488049082395774008e+02,4.300000000000000000e+01
7.815489984440895377e-01,-1.071156191457448559e+00,3.993277124774400590e+02,1.050000000000000000e+02
-1.191698483701028266e+00,-7.037302664084155168e-02,1.568079274982380866e+02,3.900000000000000000e+01
-1.911987171009120523e+00,6.829456973595782188e-02,3.364678844686042112e+02,4.300000000000000000e+01
-3.525800400659964140e-01,-6.387372809321156808e-02,1.218034132089395314e+02,4.100000000000000000e+01
1.797504482818141902e+00,-1.809621569949676267e+00,1.088228313391778556e+03,6.900000000000000000e+01
-1.309511435623698095e+00,9.542450427446653727e-01,4.960281657965411455e+02,8.500000000000000000e+01
5.970705240241884759e-01,4.321965343092579737e-01,1.479593404407775097e+02,4.400000000000000000e+01
1.560336528134371292e+00,6.747846235318606389e-01,3.361824717152680932e+02,6.500000000000000000e+01
1.376906008415645033e+00,-1.275239338919296861e+00,6.075485430414508983e+02,8.500000000000000000e+01
-1.713685861060558535e+00,1.769231802444040547e+00,1.039913727727549031e+03,6.100000000000000000e+01
